Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
2,600,,0.107,27649765,201286,522501
2,1000,,0.492,128969011,1233596,2404518
2,1400,,1.399,358187944,4210866,7937067
2,1800,,3.057,774960184,9540753,17515147
2,2200,,5.670,2043061788,4382848,100625714
2,2600,,9.399,4314199327,6710715,248968217
2,3000,,14.350,6707625046,11254964,312345535
