Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
3,4096,,35.300,17295145455,26533412,640144482
3,6144,,120.273,58352275054,401989304,1542292676
3,8192,,276.335,138195153446,207283212,3131561203
3,10240,,541.476,269830265131,438286364,6155534726
