Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
1,600,,0.153,243348394,986133,111292928
1,1000,,0.716,1137492202,3343318,675372409
1,1400,,2.745,3125389046,84279633,1007451209
1,1800,,6.455,7052137727,184829662,2124565897
1,2200,,18.081,16780806748,1056881712,1176789098
1,2600,,40.118,30911003351,2920405552,1293007707
1,3000,,64.989,50416450784,7757076178,1977797383
