Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
5,600,,0.042,1893278,13483,73750
5,1000,,0.110,8819613,67899,270175
5,1400,,0.278,39804187,79810,1265871
5,1800,,0.576,88516549,190242,3464074
5,2200,,1.436,160332295,594327,3499271
5,2600,,2.754,276395777,1131992,4051510
5,3000,,3.956,424885122,1716169,6290456
5,4096,,15.216,1086692083,9136487,14136105
