Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
3,4096,,36.019,17306203651,27012911,350537181
3,6144,,116.866,58327123995,114614956,1052450633
3,8192,,272.559,138192079932,205896936,2452092124
3,10240,,535.053,269829648620,437119151,4815743179
