Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
2,600,,0.104,27663475,204341,532637
2,1000,,0.487,128591434,994245,2370162
2,1400,,1.387,357708590,4138743,7527949
2,1800,,3.086,768069843,20496778,15451165
2,2200,,5.701,2042176742,4158599,58516290
2,2600,,9.405,4324460621,14483797,114421176
2,3000,,14.376,6720178562,56179857,153002777
