Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
5,600,,0.027,1791765,17782,43319
5,1000,,0.109,8899742,71727,311527
5,1400,,0.250,37372564,40930,871067
5,1800,,0.604,83111517,236441,3313523
5,2200,,0.955,167255774,260419,5314971
5,2600,,1.630,277883403,428150,7089763
5,3000,,2.483,426349274,747125,9255208
5,4096,,6.900,1086997796,2386649,20078040
5,6144,,23.796,3674561654,10172369,57738347
5,8192,,63.160,8699577008,31040820,135986379
5,10240,,130.971,16983234544,73241441,254036033
