Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
1,600,,0.151,243562749,882020,131405158
1,1000,,0.711,1137394100,2760275,687007114
1,1400,,2.510,3127407156,92989650,981606680
1,1800,,7.059,7047780601,406125221,1880273244
1,2200,,17.654,16777569215,910259986,1036373680
1,2600,,39.061,30913211287,2647580525,1117369581
1,3000,,64.081,50387727854,7441360788,1932811851
