Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
1,600,,1.096,,,
1,1000,,5.076,,,
1,1400,,14.423,,,
1,1800,,31.977,,,
1,2200,,59.363,,,
1,2600,,98.593,,,
1,3000,,152.553,,,
