Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
2,600,,0.537,,,
2,1000,,2.469,,,
2,1400,,6.766,,,
2,1800,,14.328,,,
2,2200,,26.042,,,
2,2600,,43.239,,,
2,3000,,65.579,,,
