Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
1,600,,0.151,243508608,225440,136293702
1,1000,,0.714,1137443425,2559999,683342217
1,1400,,2.785,3125153417,93013154,971060891
1,1800,,6.415,6754362087,198982261,1989022447
1,2200,,17.729,16772713120,786990380,1147862984
1,2600,,39.734,30905863194,2266107124,1222947143
1,3000,,61.748,49335523943,7222015686,1994307581
