Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
2,600,,0.104,27638763,195453,534593
2,1000,,0.479,128270834,842486,2314181
2,1400,,1.384,357699106,4149502,7954753
2,1800,,3.006,774565452,9462313,16604538
2,2200,,5.506,2043552620,4070097,53854896
2,2600,,8.998,4314878667,7145482,104666272
2,3000,,13.945,6714571859,31141880,151582932
