Option,Size,Block Size,Time,L1 DCM,L2 DCM,L2 ICM
3,4096,,34.781,17326287899,25232053,331923996
3,6144,,118.584,58338522439,270669297,945424721
3,8192,,290.206,138288308344,1170061516,2006091718
3,10240,,538.249,269833744176,431231345,4668199869
